Category,Counts,Date,WeekNo
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-05-25,21
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-06-01,22
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-06-08,23
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-06-15,24
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-06-22,25
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-06-29,26
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-07-06,27
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-07-13,28
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-07-20,29
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-07-27,30
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-08-03,31
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-08-10,32
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-08-17,33
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-08-24,34
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-08-31,35
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-09-07,36
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-09-14,37
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-09-21,38
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-09-28,39
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-10-05,40
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-10-12,41
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-10-19,42
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-10-26,43
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-11-02,44
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-11-09,45
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-11-16,46
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-11-23,47
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-11-30,48
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-12-07,49
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-12-14,50
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-12-21,51
"Region_6 Does not include deaths of those resident outside England and Wales or those records where the place of residence is either missing or not yet fully coded. For this reason counts for ""Deaths by Region of usual residence"" may not sum to ""Total deaths, all ages"".",NA,2018-12-28,52
"Total deaths, all ages",10955,2019-01-04,1
"Total deaths, all ages",12609,2019-01-11,2
"Total deaths, all ages",11860,2019-01-18,3
"Total deaths, all ages",11740,2019-01-25,4
"Total deaths, all ages",11297,2019-02-01,5
"Total deaths, all ages",11660,2019-02-08,6
"Total deaths, all ages",11824,2019-02-15,7
"Total deaths, all ages",11295,2019-02-22,8
"Total deaths, all ages",11044,2019-03-01,9
"Total deaths, all ages",10898,2019-03-08,10
"Total deaths, all ages",10567,2019-03-15,11
"Total deaths, all ages",10402,2019-03-22,12
"Total deaths, all ages",9867,2019-03-29,13
"Total deaths, all ages",10126,2019-04-05,14
"Total deaths, all ages",10291,2019-04-12,15
"Total deaths, all ages",9025,2019-04-19,16
"Total deaths, all ages",10059,2019-04-26,17
"Total deaths, all ages",11207,2019-05-03,18
"Total deaths, all ages",9055,2019-05-10,19
"Total deaths, all ages",10272,2019-05-17,20
"Total deaths, all ages",10284,2019-05-24,21
"Total deaths, all ages",8260,2019-05-31,22
"Total deaths, all ages",10140,2019-06-07,23
"Total deaths, all ages",9445,2019-06-14,24
"Total deaths, all ages",9458,2019-06-21,25
"Total deaths, all ages",9511,2019-06-28,26
"Total deaths, all ages",9062,2019-07-05,27
"Total deaths, all ages",9179,2019-07-12,28
"Total deaths, all ages",9080,2019-07-19,29
"Total deaths, all ages",9112,2019-07-26,30
"Total deaths, all ages",9271,2019-08-02,31
"Total deaths, all ages",9122,2019-08-09,32
"Total deaths, all ages",9093,2019-08-16,33
"Total deaths, all ages",8994,2019-08-23,34
"Total deaths, all ages",8242,2019-08-30,35
"Total deaths, all ages",9695,2019-09-06,36
"Total deaths, all ages",9513,2019-09-13,37
"Total deaths, all ages",9440,2019-09-20,38
"Total deaths, all ages",9517,2019-09-27,39
"Total deaths, all ages",9799,2019-10-04,40
"Total deaths, all ages",9973,2019-10-11,41
"Total deaths, all ages",10156,2019-10-18,42
"Total deaths, all ages",10021,2019-10-25,43
"Total deaths, all ages",10164,2019-11-01,44
"Total deaths, all ages",10697,2019-11-08,45
"Total deaths, all ages",10650,2019-11-15,46
"Total deaths, all ages",10882,2019-11-22,47
"Total deaths, all ages",10958,2019-11-29,48
"Total deaths, all ages",10816,2019-12-06,49
"Total deaths, all ages",11188,2019-12-13,50
"Total deaths, all ages",11926,2019-12-20,51
"Total deaths, all ages",7533,2019-12-27,52
Total deaths: average of corresponding,12273,2019-01-04,1
Total deaths: average of corresponding,13670,2019-01-11,2
Total deaths: average of corresponding,13056,2019-01-18,3
Total deaths: average of corresponding,12486,2019-01-25,4
Total deaths: average of corresponding,11998,2019-02-01,5
Total deaths: average of corresponding,11623,2019-02-08,6
Total deaths: average of corresponding,11301,2019-02-15,7
Total deaths: average of corresponding,11383,2019-02-22,8
Total deaths: average of corresponding,11051,2019-03-01,9
Total deaths: average of corresponding,11286,2019-03-08,10
Total deaths: average of corresponding,11095,2019-03-15,11
Total deaths: average of corresponding,10456,2019-03-22,12
Total deaths: average of corresponding,10076,2019-03-29,13
Total deaths: average of corresponding,10268,2019-04-05,14
Total deaths: average of corresponding,10362,2019-04-12,15
Total deaths: average of corresponding,10291,2019-04-19,16
Total deaths: average of corresponding,10317,2019-04-26,17
Total deaths: average of corresponding,9804,2019-05-03,18
Total deaths: average of corresponding,9488,2019-05-10,19
Total deaths: average of corresponding,10036,2019-05-17,20
Total deaths: average of corresponding,9747,2019-05-24,21
Total deaths: average of corresponding,8125,2019-05-31,22
Total deaths: average of corresponding,9860,2019-06-07,23
Total deaths: average of corresponding,9408,2019-06-14,24
Total deaths: average of corresponding,9302,2019-06-21,25
Total deaths: average of corresponding,9177,2019-06-28,26
Total deaths: average of corresponding,9123,2019-07-05,27
Total deaths: average of corresponding,9170,2019-07-12,28
Total deaths: average of corresponding,9100,2019-07-19,29
Total deaths: average of corresponding,9023,2019-07-26,30
Total deaths: average of corresponding,8963,2019-08-02,31
Total deaths: average of corresponding,9026,2019-08-09,32
Total deaths: average of corresponding,9025,2019-08-16,33
Total deaths: average of corresponding,9113,2019-08-23,34
Total deaths: average of corresponding,8197,2019-08-30,35
Total deaths: average of corresponding,9177,2019-09-06,36
Total deaths: average of corresponding,9260,2019-09-13,37
Total deaths: average of corresponding,9197,2019-09-20,38
Total deaths: average of corresponding,9283,2019-09-27,39
Total deaths: average of corresponding,9450,2019-10-04,40
Total deaths: average of corresponding,9651,2019-10-11,41
Total deaths: average of corresponding,9726,2019-10-18,42
Total deaths: average of corresponding,9674,2019-10-25,43
Total deaths: average of corresponding,9777,2019-11-01,44
Total deaths: average of corresponding,10142,2019-11-08,45
Total deaths: average of corresponding,10226,2019-11-15,46
Total deaths: average of corresponding,10124,2019-11-22,47
Total deaths: average of corresponding,10164,2019-11-29,48
Total deaths: average of corresponding,10585,2019-12-06,49
Total deaths: average of corresponding,10622,2019-12-13,50
Total deaths: average of corresponding,11499,2019-12-20,51
Total deaths: average of corresponding,8014,2019-12-27,52
Region_week over the previous 5 years1,NA,2019-01-04,1
Region_week over the previous 5 years1,NA,2019-01-11,2
Region_week over the previous 5 years1,NA,2019-01-18,3
Region_week over the previous 5 years1,NA,2019-01-25,4
Region_week over the previous 5 years1,NA,2019-02-01,5
Region_week over the previous 5 years1,NA,2019-02-08,6
Region_week over the previous 5 years1,NA,2019-02-15,7
Region_week over the previous 5 years1,NA,2019-02-22,8
Region_week over the previous 5 years1,NA,2019-03-01,9
Region_week over the previous 5 years1,NA,2019-03-08,10
Region_week over the previous 5 years1,NA,2019-03-15,11
Region_week over the previous 5 years1,NA,2019-03-22,12
Region_week over the previous 5 years1,NA,2019-03-29,13
Region_week over the previous 5 years1,NA,2019-04-05,14
Region_week over the previous 5 years1,NA,2019-04-12,15
Region_week over the previous 5 years1,NA,2019-04-19,16
Region_week over the previous 5 years1,NA,2019-04-26,17
Region_week over the previous 5 years1,NA,2019-05-03,18
Region_week over the previous 5 years1,NA,2019-05-10,19
Region_week over the previous 5 years1,NA,2019-05-17,20
Region_week over the previous 5 years1,NA,2019-05-24,21
Region_week over the previous 5 years1,NA,2019-05-31,22
Region_week over the previous 5 years1,NA,2019-06-07,23
Region_week over the previous 5 years1,NA,2019-06-14,24
Region_week over the previous 5 years1,NA,2019-06-21,25
Region_week over the previous 5 years1,NA,2019-06-28,26
Region_week over the previous 5 years1,NA,2019-07-05,27
Region_week over the previous 5 years1,NA,2019-07-12,28
Region_week over the previous 5 years1,NA,2019-07-19,29
Region_week over the previous 5 years1,NA,2019-07-26,30
Region_week over the previous 5 years1,NA,2019-08-02,31
Region_week over the previous 5 years1,NA,2019-08-09,32
Region_week over the previous 5 years1,NA,2019-08-16,33
Region_week over the previous 5 years1,NA,2019-08-23,34
Region_week over the previous 5 years1,NA,2019-08-30,35
Region_week over the previous 5 years1,NA,2019-09-06,36
Region_week over the previous 5 years1,NA,2019-09-13,37
Region_week over the previous 5 years1,NA,2019-09-20,38
Region_week over the previous 5 years1,NA,2019-09-27,39
Region_week over the previous 5 years1,NA,2019-10-04,40
Region_week over the previous 5 years1,NA,2019-10-11,41
Region_week over the previous 5 years1,NA,2019-10-18,42
Region_week over the previous 5 years1,NA,2019-10-25,43
Region_week over the previous 5 years1,NA,2019-11-01,44
Region_week over the previous 5 years1,NA,2019-11-08,45
Region_week over the previous 5 years1,NA,2019-11-15,46
Region_week over the previous 5 years1,NA,2019-11-22,47
Region_week over the previous 5 years1,NA,2019-11-29,48
Region_week over the previous 5 years1,NA,2019-12-06,49
Region_week over the previous 5 years1,NA,2019-12-13,50
Region_week over the previous 5 years1,NA,2019-12-20,51
Region_week over the previous 5 years1,NA,2019-12-27,52
"Region_Deaths by underlying cause2,3,4",NA,2019-01-04,1
"Region_Deaths by underlying cause2,3,4",NA,2019-01-11,2
"Region_Deaths by underlying cause2,3,4",NA,2019-01-18,3
"Region_Deaths by underlying cause2,3,4",NA,2019-01-25,4
"Region_Deaths by underlying cause2,3,4",NA,2019-02-01,5
"Region_Deaths by underlying cause2,3,4",NA,2019-02-08,6
"Region_Deaths by underlying cause2,3,4",NA,2019-02-15,7
"Region_Deaths by underlying cause2,3,4",NA,2019-02-22,8
"Region_Deaths by underlying cause2,3,4",NA,2019-03-01,9
"Region_Deaths by underlying cause2,3,4",NA,2019-03-08,10
"Region_Deaths by underlying cause2,3,4",NA,2019-03-15,11
"Region_Deaths by underlying cause2,3,4",NA,2019-03-22,12
"Region_Deaths by underlying cause2,3,4",NA,2019-03-29,13
"Region_Deaths by underlying cause2,3,4",NA,2019-04-05,14
"Region_Deaths by underlying cause2,3,4",NA,2019-04-12,15
"Region_Deaths by underlying cause2,3,4",NA,2019-04-19,16
"Region_Deaths by underlying cause2,3,4",NA,2019-04-26,17
"Region_Deaths by underlying cause2,3,4",NA,2019-05-03,18
"Region_Deaths by underlying cause2,3,4",NA,2019-05-10,19
"Region_Deaths by underlying cause2,3,4",NA,2019-05-17,20
"Region_Deaths by underlying cause2,3,4",NA,2019-05-24,21
"Region_Deaths by underlying cause2,3,4",NA,2019-05-31,22
"Region_Deaths by underlying cause2,3,4",NA,2019-06-07,23
"Region_Deaths by underlying cause2,3,4",NA,2019-06-14,24
"Region_Deaths by underlying cause2,3,4",NA,2019-06-21,25
"Region_Deaths by underlying cause2,3,4",NA,2019-06-28,26
"Region_Deaths by underlying cause2,3,4",NA,2019-07-05,27
"Region_Deaths by underlying cause2,3,4",NA,2019-07-12,28
"Region_Deaths by underlying cause2,3,4",NA,2019-07-19,29
"Region_Deaths by underlying cause2,3,4",NA,2019-07-26,30
"Region_Deaths by underlying cause2,3,4",NA,2019-08-02,31
"Region_Deaths by underlying cause2,3,4",NA,2019-08-09,32
"Region_Deaths by underlying cause2,3,4",NA,2019-08-16,33
"Region_Deaths by underlying cause2,3,4",NA,2019-08-23,34
"Region_Deaths by underlying cause2,3,4",NA,2019-08-30,35
"Region_Deaths by underlying cause2,3,4",NA,2019-09-06,36
"Region_Deaths by underlying cause2,3,4",NA,2019-09-13,37
"Region_Deaths by underlying cause2,3,4",NA,2019-09-20,38
"Region_Deaths by underlying cause2,3,4",NA,2019-09-27,39
"Region_Deaths by underlying cause2,3,4",NA,2019-10-04,40
"Region_Deaths by underlying cause2,3,4",NA,2019-10-11,41
"Region_Deaths by underlying cause2,3,4",NA,2019-10-18,42
"Region_Deaths by underlying cause2,3,4",NA,2019-10-25,43
"Region_Deaths by underlying cause2,3,4",NA,2019-11-01,44
"Region_Deaths by underlying cause2,3,4",NA,2019-11-08,45
"Region_Deaths by underlying cause2,3,4",NA,2019-11-15,46
"Region_Deaths by underlying cause2,3,4",NA,2019-11-22,47
"Region_Deaths by underlying cause2,3,4",NA,2019-11-29,48
"Region_Deaths by underlying cause2,3,4",NA,2019-12-06,49
"Region_Deaths by underlying cause2,3,4",NA,2019-12-13,50
"Region_Deaths by underlying cause2,3,4",NA,2019-12-20,51
"Region_Deaths by underlying cause2,3,4",NA,2019-12-27,52
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1736,2019-01-04,1
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",2214,2019-01-11,2
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1972,2019-01-18,3
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1942,2019-01-25,4
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1931,2019-02-01,5
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1918,2019-02-08,6
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1931,2019-02-15,7
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1890,2019-02-22,8
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1786,2019-03-01,9
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1657,2019-03-08,10
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1559,2019-03-15,11
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1486,2019-03-22,12
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1314,2019-03-29,13
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1412,2019-04-05,14
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1396,2019-04-12,15
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1262,2019-04-19,16
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1406,2019-04-26,17
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1581,2019-05-03,18
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1239,2019-05-10,19
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1355,2019-05-17,20
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1324,2019-05-24,21
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1105,2019-05-31,22
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1290,2019-06-07,23
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1134,2019-06-14,24
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1134,2019-06-21,25
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1143,2019-06-28,26
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1076,2019-07-05,27
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1081,2019-07-12,28
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1024,2019-07-19,29
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",996,2019-07-26,30
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1116,2019-08-02,31
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1048,2019-08-09,32
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1033,2019-08-16,33
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",981,2019-08-23,34
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",854,2019-08-30,35
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1125,2019-09-06,36
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1028,2019-09-13,37
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1056,2019-09-20,38
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1045,2019-09-27,39
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1114,2019-10-04,40
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1209,2019-10-11,41
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1236,2019-10-18,42
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1252,2019-10-25,43
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1333,2019-11-01,44
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1363,2019-11-08,45
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1451,2019-11-15,46
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1423,2019-11-22,47
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1566,2019-11-29,48
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1505,2019-12-06,49
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1637,2019-12-13,50
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1839,2019-12-20,51
"Region_All respiratory diseases (ICD-10 J00-J99)
ICD-10 v 2013 (IRIS)",1166,2019-12-27,52
Region_Persons 5,NA,2019-01-04,1
Region_Persons 5,NA,2019-01-11,2
Region_Persons 5,NA,2019-01-18,3
Region_Persons 5,NA,2019-01-25,4
Region_Persons 5,NA,2019-02-01,5
Region_Persons 5,NA,2019-02-08,6
Region_Persons 5,NA,2019-02-15,7
Region_Persons 5,NA,2019-02-22,8
Region_Persons 5,NA,2019-03-01,9
Region_Persons 5,NA,2019-03-08,10
Region_Persons 5,NA,2019-03-15,11
Region_Persons 5,NA,2019-03-22,12
Region_Persons 5,NA,2019-03-29,13
Region_Persons 5,NA,2019-04-05,14
Region_Persons 5,NA,2019-04-12,15
Region_Persons 5,NA,2019-04-19,16
Region_Persons 5,NA,2019-04-26,17
Region_Persons 5,NA,2019-05-03,18
Region_Persons 5,NA,2019-05-10,19
Region_Persons 5,NA,2019-05-17,20
Region_Persons 5,NA,2019-05-24,21
Region_Persons 5,NA,2019-05-31,22
Region_Persons 5,NA,2019-06-07,23
Region_Persons 5,NA,2019-06-14,24
Region_Persons 5,NA,2019-06-21,25
Region_Persons 5,NA,2019-06-28,26
Region_Persons 5,NA,2019-07-05,27
Region_Persons 5,NA,2019-07-12,28
Region_Persons 5,NA,2019-07-19,29
Region_Persons 5,NA,2019-07-26,30
Region_Persons 5,NA,2019-08-02,31
Region_Persons 5,NA,2019-08-09,32
Region_Persons 5,NA,2019-08-16,33
Region_Persons 5,NA,2019-08-23,34
Region_Persons 5,NA,2019-08-30,35
Region_Persons 5,NA,2019-09-06,36
Region_Persons 5,NA,2019-09-13,37
Region_Persons 5,NA,2019-09-20,38
Region_Persons 5,NA,2019-09-27,39
Region_Persons 5,NA,2019-10-04,40
Region_Persons 5,NA,2019-10-11,41
Region_Persons 5,NA,2019-10-18,42
Region_Persons 5,NA,2019-10-25,43
Region_Persons 5,NA,2019-11-01,44
Region_Persons 5,NA,2019-11-08,45
Region_Persons 5,NA,2019-11-15,46
Region_Persons 5,NA,2019-11-22,47
Region_Persons 5,NA,2019-11-29,48
Region_Persons 5,NA,2019-12-06,49
Region_Persons 5,NA,2019-12-13,50
Region_Persons 5,NA,2019-12-20,51
Region_Persons 5,NA,2019-12-27,52
Region_Under 1 year,43,2019-01-04,1
Region_Under 1 year,50,2019-01-11,2
Region_Under 1 year,59,2019-01-18,3
Region_Under 1 year,42,2019-01-25,4
Region_Under 1 year,57,2019-02-01,5
Region_Under 1 year,54,2019-02-08,6
Region_Under 1 year,49,2019-02-15,7
Region_Under 1 year,59,2019-02-22,8
Region_Under 1 year,52,2019-03-01,9
Region_Under 1 year,45,2019-03-08,10
Region_Under 1 year,57,2019-03-15,11
Region_Under 1 year,49,2019-03-22,12
Region_Under 1 year,45,2019-03-29,13
Region_Under 1 year,41,2019-04-05,14
Region_Under 1 year,47,2019-04-12,15
Region_Under 1 year,48,2019-04-19,16
Region_Under 1 year,34,2019-04-26,17
Region_Under 1 year,46,2019-05-03,18
Region_Under 1 year,56,2019-05-10,19
Region_Under 1 year,44,2019-05-17,20
Region_Under 1 year,51,2019-05-24,21
Region_Under 1 year,45,2019-05-31,22
Region_Under 1 year,48,2019-06-07,23
Region_Under 1 year,46,2019-06-14,24
Region_Under 1 year,46,2019-06-21,25
Region_Under 1 year,39,2019-06-28,26
Region_Under 1 year,33,2019-07-05,27
Region_Under 1 year,44,2019-07-12,28
Region_Under 1 year,45,2019-07-19,29
Region_Under 1 year,57,2019-07-26,30
Region_Under 1 year,57,2019-08-02,31
Region_Under 1 year,57,2019-08-09,32
Region_Under 1 year,54,2019-08-16,33
Region_Under 1 year,47,2019-08-23,34
Region_Under 1 year,45,2019-08-30,35
Region_Under 1 year,54,2019-09-06,36
Region_Under 1 year,60,2019-09-13,37
Region_Under 1 year,45,2019-09-20,38
Region_Under 1 year,55,2019-09-27,39
Region_Under 1 year,68,2019-10-04,40
Region_Under 1 year,46,2019-10-11,41
Region_Under 1 year,54,2019-10-18,42
Region_Under 1 year,49,2019-10-25,43
Region_Under 1 year,45,2019-11-01,44
Region_Under 1 year,52,2019-11-08,45
Region_Under 1 year,46,2019-11-15,46
Region_Under 1 year,57,2019-11-22,47
Region_Under 1 year,56,2019-11-29,48
Region_Under 1 year,50,2019-12-06,49
Region_Under 1 year,52,2019-12-13,50
Region_Under 1 year,53,2019-12-20,51
Region_Under 1 year,34,2019-12-27,52
Region_01-14,15,2019-01-04,1
Region_01-14,20,2019-01-11,2
Region_01-14,29,2019-01-18,3
Region_01-14,22,2019-01-25,4
Region_01-14,15,2019-02-01,5
Region_01-14,25,2019-02-08,6
Region_01-14,17,2019-02-15,7
Region_01-14,30,2019-02-22,8
Region_01-14,20,2019-03-01,9
